IN	0.3499999999999999
NY	-0.2
TX	-0.1625
CA	0.2556818181818182
TX	0.0
WA	0.0
DE	0.0
CA	-0.4
WA	-0.4
TX	0.5
AZ	-0.4
NY	-0.125
FL	0.5
FL	0.25625
AZ	-0.4
MD	0.5
FL	0.3
OR	-0.4
MA	-0.4
NJ	0.0
NJ	-0.4
FL	-0.4
WA	0.0
NE	0.0
NY	0.16
VA	0.0
WI	-0.125
IN	0.3499999999999999
NY	-0.2
TX	-0.1625
CA	0.2556818181818182
TX	0.0
WA	0.0
DE	0.0
CA	-0.4
WA	-0.4
TX	0.5
AZ	-0.4
NY	-0.125
FL	0.5
FL	0.25625
AZ	-0.4
MD	0.5
FL	0.3
OR	-0.4
MA	-0.4
NJ	0.0
NJ	-0.4
FL	-0.4
WA	0.0
NE	0.0
NY	0.16
VA	0.0
WI	-0.125
IN	0.3499999999999999
NY	-0.2
TX	-0.1625
CA	0.2556818181818182
TX	0.0
WA	0.0
DE	0.0
CA	-0.4
WA	-0.4
TX	0.5
AZ	-0.4
NY	-0.125
FL	0.5
FL	0.25625
AZ	-0.4
MD	0.5
FL	0.3
OR	-0.4
MA	-0.4
NJ	0.0
NJ	-0.4
FL	-0.4
WA	0.0
NE	0.0
NY	0.16
VA	0.0
GA	0.0
TX	0.0
NY	0.0
WA	-0.4
TX	0.3333333333333333
PA	-0.1
FL	0.0
GA	0.0
MA	0.0
FL	-0.3333333333333333
OR	0.0
CA	-0.4
MI	0.0
MI	0.0
FL	-0.4
NY	-0.4
FL	0.04166666666666667
OR	0.5
CA	-0.4
FL	-0.4
TX	-0.16666666666666666
TX	-0.1625
MI	-0.4318181818181818
TX	0.25
CA	0.0
AL	-0.4
TX	0.3333333333333333
GA	0.0
TX	0.0
NY	0.0
WA	-0.4
TX	0.3333333333333333
PA	-0.1
FL	0.0
GA	0.0
MA	0.0
FL	-0.3333333333333333
OR	0.0
CA	-0.4
MI	0.0
MI	0.0
FL	-0.4
NY	-0.4
FL	0.04166666666666667
OR	0.5
CA	-0.4
FL	-0.4
TX	-0.16666666666666666
TX	-0.1625
MI	-0.4318181818181818
CA	0.0
CA	-0.4318181818181818
CT	0.0
AR	0.9
NY	0.0
WA	-0.4
CA	0.0
CO	0.0
FL	0.08
MA	0.0
CA	0.0
TX	0.3333333333333333
CA	0.0
AL	-0.4
TX	0.3333333333333333
GA	0.0
TX	0.0
NY	0.0
WA	-0.4
TX	0.3333333333333333
PA	-0.1
FL	0.0
GA	0.0
MA	0.0
FL	-0.3333333333333333
OR	0.0
CA	-0.4
MI	0.0
MI	0.0
CA	0.0
CA	-0.4318181818181818
CT	0.0
AR	0.9
NY	0.0
WA	-0.4
CA	0.0
CO	0.0
FL	0.08
MA	0.0
CA	0.0
TX	0.3333333333333333
CA	0.0
AL	-0.4
TX	0.3333333333333333
GA	0.0
TX	0.0
NY	0.0
WA	-0.4
TX	0.3333333333333333
PA	-0.1
FL	0.0
GA	0.0
MA	0.0
FL	-0.3333333333333333
OR	0.0
CA	-0.4
MI	0.0
CA	0.0
CA	-0.4318181818181818
CT	0.0
AR	0.9
NY	0.0
WA	-0.4
CA	0.0
CO	0.0
FL	0.08
MA	0.0
CA	0.0
TX	0.3333333333333333
CA	0.0
AL	-0.4
TX	0.3333333333333333
GA	0.0
TX	0.0
NY	0.0
WA	-0.4
TX	0.3333333333333333
PA	-0.1
FL	0.0
GA	0.0
MA	0.0
FL	-0.3333333333333333
OR	0.0
CA	-0.4
MI	0.0
TX	0.0
OH	0.0
CA	0.0
NY	-0.125
NV	-0.4
MO	-0.4
MN	0.35714285714285715
