CA	0.13636363636363635
CO	0.5333333333333333
CA	0.0
CA	0.0
TX	0.0
MT	0.3
CO	0.5
CO	0.0
TX	0.0
AZ	0.5
CA	0.3729166666666667
FL	0.0
KY	0.0
MN	0.0
CA	0.0
IL	0.0
CA	0.0
ID	0.1
MI	0.4
MI	0.4
TX	0.0
OH	0.0
IN	0.15
OH	0.175
NH	0.4375
PA	0.0
FL	0.0
OK	0.0
CA	0.0
IL	0.5333333333333333
VA	0.325
FL	0.05
CA	0.7166666666666667
VA	1.0
IL	-0.2416666666666667
CA	0.7166666666666667
VA	0.125
CA	0.25
CA	0.13636363636363635
CO	0.5333333333333333
CA	0.0
CA	0.0
TX	0.0
MT	0.3
CO	0.5
CO	0.0
TX	0.0
AZ	0.5
CA	0.3729166666666667
FL	0.0
KY	0.0
MN	0.0
CA	0.0
IL	0.0
CA	0.0
ID	0.1
MI	0.4
MI	0.4
TX	0.0
OH	0.0
IN	0.15
OH	0.175
NH	0.4375
PA	0.0
FL	0.0
OK	0.0
CA	0.0
IL	0.5333333333333333
VA	0.325
FL	0.05
CA	0.7166666666666667
VA	1.0
IL	-0.2416666666666667
CA	0.7166666666666667
VA	0.125
CA	0.25
CA	0.13636363636363635
CO	0.5333333333333333
CA	0.0
CA	0.0
TX	0.0
MT	0.3
CO	0.5
CO	0.0
TX	0.0
AZ	0.5
CA	0.3729166666666667
FL	0.0
KY	0.0
MN	0.0
CA	0.0
IL	0.0
CA	0.0
ID	0.1
MI	0.4
MI	0.4
TX	0.0
OH	0.0
IN	0.15
OH	0.175
NH	0.4375
PA	0.0
FL	0.0
OK	0.0
CA	0.0
IL	0.5333333333333333
VA	0.325
FL	0.05
CA	0.7166666666666667
VA	1.0
IL	-0.2416666666666667
CA	0.7166666666666667
VA	0.125
CA	0.25
CA	0.0
CA	0.0
NY	0.0
CA	0.13636363636363635
CO	0.5333333333333333
CA	0.0
CA	0.0
TX	0.0
MT	0.3
CO	0.5
CO	0.0
TX	0.0
AZ	0.5
CA	0.3729166666666667
FL	0.0
KY	0.0
MN	0.0
CA	0.0
IL	0.0
CA	0.0
ID	0.1
MI	0.4
MI	0.4
TX	0.0
OH	0.0
IN	0.15
OH	0.175
NH	0.4375
PA	0.0
FL	0.0
OK	0.0
CA	0.0
IL	0.5333333333333333
VA	0.325
FL	0.05
CA	0.7166666666666667
VA	1.0
IL	-0.2416666666666667
CA	0.7166666666666667
CA	0.0
CA	0.0
NY	0.0
CA	0.13636363636363635
CO	0.5333333333333333
CA	0.0
CA	0.0
TX	0.0
MT	0.3
CO	0.5
CO	0.0
TX	0.0
AZ	0.5
CA	0.3729166666666667
FL	0.0
KY	0.0
MN	0.0
CA	0.0
IL	0.0
CA	0.0
ID	0.1
MI	0.4
MI	0.4
TX	0.0
OH	0.0
IN	0.15
OH	0.175
NH	0.4375
PA	0.0
FL	0.0
OK	0.0
CA	0.0
IL	0.5333333333333333
VA	0.325
FL	0.05
CA	0.7166666666666667
VA	1.0
IL	-0.2416666666666667
CA	0.7166666666666667
CA	0.0
CA	0.0
NY	0.0
CA	0.13636363636363635
CO	0.5333333333333333
CA	0.0
CA	0.0
TX	0.0
MT	0.3
CO	0.5
CO	0.0
TX	0.0
AZ	0.5
CA	0.3729166666666667
FL	0.0
KY	0.0
MN	0.0
CA	0.0
IL	0.0
CA	0.0
ID	0.1
MI	0.4
MI	0.4
TX	0.0
OH	0.0
IN	0.15
OH	0.175
NH	0.4375
PA	0.0
FL	0.0
CA	0.0
DE	0.0
CA	0.0
DE	0.0
KS	-0.5
CA	0.0
CA	0.0
NY	0.0
CA	0.13636363636363635
CO	0.5333333333333333
CA	0.0
CA	0.0
TX	0.0
MT	0.3
CO	0.5
CO	0.0
TX	0.0
AZ	0.5
CA	0.3729166666666667
FL	0.0
KY	0.0
MN	0.0
CA	0.0
IL	0.0
CA	0.0
ID	0.1
MI	0.4
MI	0.4
TX	0.0
OH	0.0
IN	0.15
OH	0.175
NH	0.4375
PA	0.0
FL	0.0
OK	0.0
CA	0.0
IL	0.5333333333333333
VA	0.325
CA	0.0
WA	0.39285714285714285
NY	0.7166666666666667
CA	0.0
DE	0.0
KS	-0.5
CA	0.0
CA	0.0
NY	0.0
CA	0.13636363636363635
CO	0.5333333333333333
CA	0.0
CA	0.0
TX	0.0
MT	0.3
CO	0.5
CO	0.0
TX	0.0
AZ	0.5
CA	0.3729166666666667
FL	0.0
KY	0.0
MN	0.0
CA	0.0
IL	0.0
CA	0.0
ID	0.1
MI	0.4
MI	0.4
TX	0.0
OH	0.0
IN	0.15
OH	0.175
NH	0.4375
PA	0.0
FL	0.0
OK	0.0
CA	0.0
IL	0.5333333333333333
WA	0.0
TX	-0.23333333333333334
CA	0.0
WA	0.39285714285714285
NY	0.7166666666666667
CA	0.0
DE	0.0
KS	-0.5
CA	0.0
CA	0.0
NY	0.0
CA	0.13636363636363635
CO	0.5333333333333333
CA	0.0
CA	0.0
TX	0.0
MT	0.3
CO	0.5
CO	0.0
TX	0.0
AZ	0.5
CA	0.3729166666666667
FL	0.0
KY	0.0
MN	0.0
CA	0.0
IL	0.0
CA	0.0
ID	0.1
MI	0.4
MI	0.4
TX	0.0
OH	0.0
IN	0.15
OH	0.175
NH	0.4375
PA	0.0
FL	0.0
WA	0.0
TX	-0.23333333333333334
CA	0.0
WA	0.39285714285714285
NY	0.7166666666666667
CA	0.0
DE	0.0
KS	-0.5
CA	0.0
CA	0.0
NY	0.0
CA	0.13636363636363635
CO	0.5333333333333333
CA	0.0
CA	0.0
TX	0.0
MT	0.3
CO	0.5
CO	0.0
TX	0.0
AZ	0.5
CA	0.3729166666666667
FL	0.0
KY	0.0
MN	0.0
CA	0.0
IL	0.0
CA	0.0
ID	0.1
MI	0.4
MI	0.4
TX	0.0
OH	0.0
IN	0.15
OH	0.175
NH	0.4375
PA	0.0
FL	0.0
TX	0.0
CA	0.0
IL	0.5333333333333333
WA	0.0
TX	-0.23333333333333334
CA	0.0
WA	0.39285714285714285
NY	0.7166666666666667
CA	0.0
DE	0.0
